mean(dx),mean(dy),std(dx),std(dy),Cuadrado,CuadradoLento,CuadradoZigZag,AdelanteAtras,

-0.164733,1.441416,0.195350,0.379552,1,0,0,0
0.247100,0.906033,0.680927,0.856536,1,0,0,0
0.741300,0.288283,0.674593,0.668912,1,0,0,0
1.173724,-0.123550,0.160496,0.092662,1,0,0,0
0.844258,-0.308875,0.564489,0.370650,1,0,0,0
0.432425,-0.720708,0.586049,0.589296,1,0,0,0
0.041183,-1.111949,0.154437,0.403906,1,0,0,0
-0.102958,-1.111949,0.263903,0.403906,1,0,0,0
-0.494200,-0.658933,0.563644,0.608413,1,0,0,0
-0.906033,-0.226508,0.494200,0.412090,1,0,0,0
-1.050174,0.020592,0.346711,0.144875,1,0,0,0
-0.082367,1.173724,0.229068,0.434625,1,0,0,0
0.308875,0.700116,0.641984,0.779565,1,0,0,0
0.823666,0.226508,0.601315,0.584419,1,0,0,0
1.173724,-0.082367,0.207200,0.097675,1,0,0,0
0.844258,-0.350058,0.579500,0.519608,1,0,0,0
0.432425,-0.761891,0.548198,0.574540,1,0,0,0
0.061775,-1.173724,0.131044,0.262089,1,0,0,0
-0.164733,-0.967808,0.352171,0.497087,1,0,0,0
-0.555975,-0.555975,0.515923,0.614653,1,0,0,0
-0.967808,-0.061775,0.379552,0.346711,1,0,0,0
-0.041183,1.235499,0.180103,0.453951,1,0,0,0
0.267691,0.885441,0.541192,0.897333,1,0,0,0
0.720708,0.370650,0.596536,0.949507,1,0,0,0
1.111949,-0.185325,0.414399,0.185325,1,0,0,0
0.967808,-0.391241,0.522355,0.467412,1,0,0,0
0.555975,-0.761891,0.635262,0.644950,1,0,0,0
0.123550,-1.214908,0.307327,0.415549,1,0,0,0
-0.226508,-1.132541,0.505650,0.467412,1,0,0,0
-0.823666,-0.679525,0.917831,0.668198,1,0,0,0
-1.256091,-0.205917,0.685813,0.397957,1,0,0,0
0.041183,1.256091,0.274534,0.422380,1,0,0,0
0.473608,0.782483,0.675299,0.785053,1,0,0,0
0.947216,0.247100,0.567019,0.586049,1,0,0,0
1.091358,-0.226508,0.485435,0.356212,1,0,0,0
0.617750,-0.761891,0.723717,0.810171,1,0,0,0
0.226508,-1.235499,0.522355,0.648637,1,0,0,0
-0.205917,-1.194316,0.408603,0.687897,1,0,0,0
-0.597158,-0.658933,0.679525,0.681627,1,0,0,0
-1.029583,-0.144142,0.435722,0.318006,1,0,0,0
0.020592,1.173724,0.364158,0.548198,1,0,0,0
0.514791,0.638341,0.722397,0.753427,1,0,0,0
1.050174,0.123550,0.571210,0.434625,1,0,0,0
1.153133,-0.226508,0.432425,0.356212,1,0,0,0
0.720708,-0.679525,0.638258,0.693422,1,0,0,0
0.267691,-1.153133,0.394345,0.569537,1,0,0,0
-0.226508,-1.132541,0.479503,0.574540,1,0,0,0
-0.617750,-0.638341,0.563644,0.706372,1,0,0,0
-1.029583,-0.164733,0.279698,0.326882,1,0,0,0
-0.144142,0.720708,0.331231,0.689974,0,1,0,0
-0.082367,0.329466,0.097675,0.123550,0,1,0,0
0.144142,0.123550,0.202543,0.226976,0,1,0,0
0.288283,-0.041183,0.097675,0.081721,0,1,0,0
0.329466,0.020592,0.154437,0.061775,0,1,0,0
0.247100,-0.205917,0.226976,0.284768,0,1,0,0
-0.041183,-0.391241,0.081721,0.144875,0,1,0,0
-0.020592,-0.288283,0.061775,0.187881,0,1,0,0
-0.123550,-0.370650,0.307327,0.393133,0,1,0,0
-0.329466,0.000000,0.180103,0.092662,0,1,0,0
-0.391241,-0.020592,0.171974,0.061775,0,1,0,0
0.020592,0.535383,0.111366,0.111366,0,1,0,0
-0.020592,0.432425,0.111366,0.207200,0,1,0,0
0.205917,0.350058,0.235232,0.299465,0,1,0,0
0.370650,-0.041183,0.226976,0.081721,0,1,0,0
0.308875,0.061775,0.185325,0.092662,0,1,0,0
0.041183,-0.432425,0.123550,0.185325,0,1,0,0
0.000000,-0.494200,0.000000,0.092662,0,1,0,0
0.082367,-0.432425,0.134635,0.160496,0,1,0,0
-0.432425,0.061775,0.185325,0.092662,0,1,0,0
-0.453016,0.000000,0.097675,0.092662,0,1,0,0
0.000000,0.494200,0.092662,0.092662,0,1,0,0
-0.020592,0.391241,0.061775,0.144875,0,1,0,0
0.123550,0.185325,0.207200,0.320992,0,1,0,0
0.411833,0.082367,0.180103,0.163441,0,1,0,0
0.329466,0.102958,0.304206,0.586862,0,1,0,0
0.000000,-0.308875,0.185325,0.370650,0,1,0,0
0.061775,-0.576566,0.092662,0.111366,0,1,0,0
0.041183,-0.453016,0.081721,0.097675,0,1,0,0
-0.350058,0.020592,0.144875,0.144875,0,1,0,0
